date,G_prod,G_inv,G_demand,CR_prod,CR_inv,CR_demand,iron_ore_price,steel_operating_rate,steel_capacity_idx,auto_prod,auto_domestic_ship,auto_export_ship,appliance_prod_idx,appliance_ship_idx,construction_order_amt,usdkrw_avg,leading_idx,gov_bond_3y_avg,G_prod_lag1,G_prod_lag2,G_inv_lag1,G_inv_lag2,G_demand_lag1,G_demand_lag2,CR_prod_lag1,CR_prod_lag2,CR_inv_lag1,CR_inv_lag2,CR_demand_lag1,CR_demand_lag2,iron_ore_price_lag1,iron_ore_price_lag2,steel_operating_rate_lag1,steel_operating_rate_lag2,steel_capacity_idx_lag1,steel_capacity_idx_lag2,auto_prod_lag1,auto_prod_lag2,auto_domestic_ship_lag1,auto_domestic_ship_lag2,auto_export_ship_lag1,auto_export_ship_lag2,appliance_prod_idx_lag1,appliance_prod_idx_lag2,appliance_ship_idx_lag1,appliance_ship_idx_lag2,construction_order_amt_lag1,construction_order_amt_lag2,usdkrw_avg_lag1,usdkrw_avg_lag2,leading_idx_lag1,leading_idx_lag2,gov_bond_3y_avg_lag1,gov_bond_3y_avg_lag2,construction_order_amt_lag3,construction_order_amt_lag6,G_demand_ma3,G_demand_std3,construction_order_amt_pct,auto_prod_pct,G_prod_pct,covid_dummy,posco_flood_dummy,month,target_month,target
2023-03-01,806,374,805,763,596,765,127.98,104.1,100.6,409953,141437,262914,99.7,102.5,11882099,1305.4,109.0,3.46,731.0,752.0,376.0,381.0,731.0,718.0,709.0,737.0,605.0,592.0,677.0,699.0,127.08,122.43,97.6,91.0,100.6,100.6,347683.0,307072.0,125641.0,100973.0,222926.0,198511.0,99.5,96.0,107.3,107.2,14042413.0,25700310.0,1276.54,1245.34,108.8,108.9,3.47,3.46,11913011.0,22646875.0,751.3333333333334,46.92902442341323,-15.384207828099061,17.90999272325653,10.259917920656637,0,0,3,4,-4.596273291925468
2023-04-01,742,345,768,670,591,669,117.13,100.7,100.6,381070,129155,248868,98.5,97.5,11441454,1322.05,109.0,3.26,806.0,731.0,374.0,376.0,805.0,731.0,763.0,709.0,596.0,605.0,765.0,677.0,127.98,127.08,104.1,97.6,100.6,100.6,409953.0,347683.0,141437.0,125641.0,262914.0,222926.0,99.7,99.5,102.5,107.3,11882099.0,14042413.0,1305.4,1276.54,109.0,108.8,3.46,3.47,25700310.0,10128951.0,768.0,36.99999999999975,-3.7084777697947158,-7.04544179454718,-7.940446650124066,0,0,4,5,-9.635416666666663
2023-05-01,728,375,694,727,614,700,104.52,101.6,100.6,382057,130923,247363,102.5,99.4,19352742,1327.93,109.5,3.33,742.0,806.0,345.0,374.0,768.0,805.0,670.0,763.0,591.0,596.0,669.0,765.0,117.13,127.98,100.7,104.1,100.6,100.6,381070.0,409953.0,129155.0,141437.0,248868.0,262914.0,98.5,99.7,97.5,102.5,11441454.0,11882099.0,1322.05,1305.4,109.0,109.0,3.26,3.46,14042413.0,13816718.0,755.6666666666666,56.51843357112185,69.14582709505277,0.2590075314246709,-1.8867924528301883,0,0,5,6,14.265129682997113
2023-06-01,806,384,793,777,630,750,113.09,101.3,100.6,369762,134503,240118,94.9,94.4,13812020,1296.55,110.1,3.55,728.0,742.0,375.0,345.0,694.0,768.0,727.0,670.0,614.0,591.0,700.0,669.0,104.52,117.13,101.6,100.7,100.6,100.6,382057.0,381070.0,130923.0,129155.0,247363.0,248868.0,102.5,98.5,99.4,97.5,19352742.0,11441454.0,1327.93,1322.05,109.5,109.0,3.33,3.26,11882099.0,11913011.0,751.6666666666666,51.48138822267046,-28.630165172459797,-3.218106198813264,10.71428571428572,0,0,6,7,-0.3783102143757877
2023-07-01,842,430,790,781,628,776,113.98,98.0,100.5,352917,115313,229578,97.4,87.7,12085117,1283.22,110.8,3.64,806.0,728.0,384.0,375.0,793.0,694.0,777.0,727.0,630.0,614.0,750.0,700.0,113.09,104.52,101.3,101.6,100.6,100.6,369762.0,382057.0,134503.0,130923.0,240118.0,247363.0,94.9,102.5,94.4,99.4,13812020.0,19352742.0,1296.55,1327.93,110.1,109.5,3.55,3.33,11441454.0,25700310.0,759.0,56.311632901204156,-12.502899648277365,-4.555633082901977,4.466501240694787,0,0,7,8,-2.0253164556962022
2023-08-01,816,468,774,789,684,727,109.61,97.3,100.5,311907,107064,201070,101.3,104.8,10369696,1321.54,111.0,3.73,842.0,806.0,430.0,384.0,790.0,793.0,781.0,777.0,628.0,630.0,776.0,750.0,113.98,113.09,98.0,101.3,100.5,100.6,352917.0,369762.0,115313.0,134503.0,229578.0,240118.0,97.4,94.9,87.7,94.4,12085117.0,13812020.0,1283.22,1296.55,110.8,110.1,3.64,3.55,19352742.0,14042413.0,785.6666666666666,10.214368964028646,-14.194492283359772,-11.62029599027533,-3.0878859857482177,0,0,8,9,5.03875968992249
2023-09-01,797,448,813,642,637,704,120.43,95.4,100.5,301509,107149,196659,100.3,103.6,14178389,1331.73,111.3,3.84,816.0,842.0,468.0,430.0,774.0,790.0,789.0,781.0,684.0,628.0,727.0,776.0,109.61,113.98,97.3,98.0,100.5,100.5,311907.0,352917.0,107064.0,115313.0,201070.0,229578.0,101.3,97.4,104.8,87.7,10369696.0,12085117.0,1321.54,1283.22,111.0,110.8,3.73,3.64,13812020.0,11882099.0,792.3333333333334,19.60442127004291,36.729070939013056,-3.333686002558456,-2.3284313725490224,0,0,9,10,-0.12300123001229846
2023-10-01,782,414,812,642,584,711,118.75,100.2,100.3,341161,117792,224979,95.9,93.3,15313893,1351.11,111.9,4.03,797.0,816.0,448.0,468.0,813.0,774.0,642.0,789.0,637.0,684.0,704.0,727.0,120.43,109.61,95.4,97.3,100.5,100.5,301509.0,311907.0,107149.0,107064.0,196659.0,201070.0,100.3,101.3,103.6,104.8,14178389.0,10369696.0,1331.73,1321.54,111.3,111.0,3.84,3.73,12085117.0,11441454.0,799.6666666666666,22.23360819420256,8.00869548719534,13.15118288342969,-1.8820577164366359,0,0,10,11,-4.31034482758621
2023-11-01,720,354,777,603,546,637,131.25,96.1,100.3,370386,132722,244814,102.7,98.0,11096593,1308.01,112.3,3.77,782.0,797.0,414.0,448.0,812.0,813.0,642.0,642.0,584.0,637.0,711.0,704.0,118.75,120.43,100.2,95.4,100.3,100.5,341161.0,301509.0,117792.0,107149.0,224979.0,196659.0,95.9,100.3,93.3,103.6,15313893.0,14178389.0,1351.11,1331.73,111.9,111.3,4.03,3.84,10369696.0,19352742.0,800.6666666666666,20.50203241957517,-27.539045754074422,8.566336714923462,-7.928388746803073,0,0,11,12,-8.4942084942085
2023-12-01,794,436,711,749,430,703,137.55,94.8,100.3,367599,114981,247219,100.4,96.1,18217171,1305.12,112.8,3.35,720.0,782.0,354.0,414.0,777.0,812.0,603.0,642.0,546.0,584.0,637.0,711.0,131.25,118.75,96.1,100.2,100.3,100.3,370386.0,341161.0,132722.0,117792.0,244814.0,224979.0,102.7,95.9,98.0,93.3,11096593.0,15313893.0,1308.01,1351.11,112.3,111.9,3.77,4.03,14178389.0,13812020.0,766.6666666666666,51.28677542342967,64.16904720214573,-0.7524582462620111,10.277777777777786,0,0,12,1,18.565400843881854
2024-01-01,851,444,843,771,455,746,136.59,98.9,99.5,358011,103355,243243,106.9,91.2,14382068,1325.67,113.2,3.27,794.0,720.0,436.0,354.0,711.0,777.0,749.0,603.0,430.0,546.0,703.0,637.0,137.55,131.25,94.8,96.1,100.3,100.3,367599.0,370386.0,114981.0,132722.0,247219.0,244814.0,100.4,102.7,96.1,98.0,18217171.0,11096593.0,1305.12,1308.01,112.8,112.3,3.35,3.77,15313893.0,12085117.0,777.0,65.9999999999998,-21.05213262805734,-2.6082769539634176,7.178841309823669,0,0,1,2,-15.77698695136418
2024-02-01,781,511,710,714,508,662,125.93,101.6,99.5,300499,99671,198733,106.6,101.8,15529487,1331.37,113.7,3.35,851.0,794.0,444.0,436.0,843.0,711.0,771.0,749.0,455.0,430.0,746.0,703.0,136.59,137.55,98.9,94.8,99.5,100.3,358011.0,367599.0,103355.0,114981.0,243243.0,247219.0,106.9,100.4,91.2,96.1,14382068.0,18217171.0,1325.67,1305.12,113.2,112.8,3.27,3.35,11096593.0,10369696.0,754.6666666666666,76.50054466037027,7.978122478631033,-16.064310873129596,-8.225616921269097,0,0,2,3,19.999999999999996
2024-03-01,855,508,852,785,500,792,110.19,98.3,99.5,365521,120806,246892,96.8,96.0,14639238,1331.63,113.9,3.31,781.0,851.0,511.0,444.0,710.0,843.0,714.0,771.0,508.0,455.0,662.0,746.0,125.93,136.59,101.6,98.9,99.5,99.5,300499.0,358011.0,99671.0,103355.0,198733.0,243243.0,106.6,106.9,101.8,91.2,15529487.0,14382068.0,1331.37,1325.67,113.7,113.2,3.35,3.27,18217171.0,14178389.0,801.6666666666666,79.51310164578734,-5.7326362422660875,21.638008778731365,9.475032010243268,0,0,3,4,-6.8075117370892
2024-04-01,767,478,794,723,517,709,112.23,97.4,99.4,394363,119545,270711,106.4,96.7,17912602,1369.25,114.5,3.44,855.0,781.0,508.0,511.0,852.0,710.0,785.0,714.0,500.0,508.0,792.0,662.0,110.19,125.93,98.3,101.6,99.5,99.5,365521.0,300499.0,120806.0,99671.0,246892.0,198733.0,96.8,106.6,96.0,101.8,14639238.0,15529487.0,1331.63,1331.37,113.9,113.7,3.31,3.35,14382068.0,15313893.0,785.3333333333334,71.39561144309437,22.360207546321732,7.890654709305345,-10.292397660818708,0,0,4,5,-5.5415617128463435
2024-05-01,704,426,750,690,530,683,119.24,92.1,99.4,372636,117128,255591,116.6,96.4,15973135,1365.05,114.8,3.43,767.0,855.0,478.0,508.0,794.0,852.0,723.0,785.0,517.0,500.0,709.0,792.0,112.23,110.19,97.4,98.3,99.4,99.5,394363.0,365521.0,119545.0,120806.0,270711.0,246892.0,106.4,96.8,96.7,96.0,17912602.0,14639238.0,1369.25,1331.63,114.5,113.9,3.44,3.31,15529487.0,11096593.0,798.6666666666666,51.159880114532164,-10.827388449762909,-5.509391093992089,-8.213820078226863,0,0,5,6,0.8000000000000007
2024-06-01,829,479,756,742,567,701,108.1,93.9,99.4,353788,112498,252341,106.0,94.3,19364030,1379.95,115.2,3.26,704.0,767.0,426.0,478.0,750.0,794.0,690.0,723.0,530.0,517.0,683.0,709.0,119.24,112.23,92.1,97.4,99.4,99.4,372636.0,394363.0,117128.0,119545.0,255591.0,270711.0,116.6,106.4,96.4,96.7,15973135.0,17912602.0,1365.05,1369.25,114.8,114.5,3.43,3.44,14639238.0,18217171.0,766.6666666666666,23.860706890897053,21.228738128113235,-5.058019085649268,17.755681818181813,0,0,6,7,-11.772486772486769
2024-07-01,724,436,667,751,597,723,107.39,93.2,99.3,290612,110556,200112,103.8,93.2,16387224,1383.37,115.4,3.08,829.0,704.0,479.0,426.0,756.0,750.0,742.0,690.0,567.0,530.0,701.0,683.0,108.1,119.24,93.9,92.1,99.4,99.4,353788.0,372636.0,112498.0,117128.0,252341.0,255591.0,106.0,116.6,94.3,96.4,19364030.0,15973135.0,1379.95,1365.05,115.2,114.8,3.26,3.43,17912602.0,14382068.0,724.3333333333334,49.74267115197276,-15.372864016426336,-17.857021719221677,-12.665862484921597,0,0,7,8,4.647676161919034
2024-08-01,792,474,698,790,608,778,100.91,97.3,99.0,299649,106092,189893,104.6,92.2,14258379,1352.87,115.6,2.92,724.0,829.0,436.0,479.0,667.0,756.0,751.0,742.0,597.0,567.0,723.0,701.0,107.39,108.1,93.2,93.9,99.3,99.4,290612.0,353788.0,110556.0,112498.0,200112.0,252341.0,103.8,106.0,93.2,94.3,16387224.0,19364030.0,1383.37,1379.95,115.4,115.2,3.08,3.26,15973135.0,15529487.0,707.0,45.177427992305745,-12.990882409369641,3.109644474419504,9.392265193370175,0,0,8,9,-3.86819484240688
2024-09-01,701,450,671,722,614,719,96.24,95.5,99.0,307251,105948,205674,97.0,83.7,17120356,1332.76,115.9,2.87,792.0,724.0,474.0,436.0,698.0,667.0,790.0,751.0,608.0,597.0,778.0,723.0,100.91,107.39,97.3,93.2,99.0,99.3,299649.0,290612.0,106092.0,110556.0,189893.0,200112.0,104.6,103.8,92.2,93.2,14258379.0,16387224.0,1352.87,1383.37,115.6,115.4,2.92,3.08,19364030.0,14639238.0,678.6666666666666,16.862186493254768,20.072246641781643,2.5369682528558313,-11.489898989898995,0,0,9,10,7.153502235469444
2024-10-01,703,372,719,735,620,727,106.61,97.3,99.0,367584,124587,243483,101.9,84.6,15876341,1365.37,116.2,2.91,701.0,792.0,450.0,474.0,671.0,698.0,722.0,790.0,614.0,608.0,719.0,778.0,96.24,100.91,95.5,97.3,99.0,99.0,307251.0,299649.0,105948.0,106092.0,205674.0,189893.0,97.0,104.6,83.7,92.2,17120356.0,14258379.0,1332.76,1352.87,115.9,115.6,2.87,2.92,16387224.0,17912602.0,696.0,24.062418831031316,-7.266291658888402,19.636388490192047,0.28530670470756636,0,0,10,11,-11.54381084840056
2024-11-01,692,383,636,682,578,721,103.98,96.9,99.0,344423,124096,224672,93.4,91.1,18271585,1394.32,116.5,2.86,703.0,701.0,372.0,450.0,719.0,671.0,735.0,722.0,620.0,614.0,727.0,719.0,106.61,96.24,97.3,95.5,99.0,99.0,367584.0,307251.0,124587.0,105948.0,243483.0,205674.0,101.9,97.0,84.6,83.7,15876341.0,17120356.0,1365.37,1332.76,116.2,115.9,2.91,2.87,14258379.0,15973135.0,675.3333333333334,41.66933324800512,15.086876755796563,-6.30087272568991,-1.5647226173541973,0,0,11,12,9.433962264150942
2024-12-01,768,413,696,770,624,720,105.34,95.4,99.0,373143,119313,251701,109.8,92.1,15483411,1436.78,116.5,2.59,692.0,703.0,383.0,372.0,636.0,719.0,682.0,735.0,578.0,620.0,721.0,727.0,103.98,106.61,96.9,97.3,99.0,99.0,344423.0,367584.0,124096.0,124587.0,224672.0,243483.0,93.4,101.9,91.1,84.6,18271585.0,15876341.0,1394.32,1365.37,116.5,116.2,2.86,2.91,17120356.0,19364030.0,683.6666666666666,42.85246006162662,-15.259617597488118,8.33858366020852,10.982658959537561,0,0,12,1,7.3275862068965525
2025-01-01,816,475,747,797,684,734,103.78,94.0,99.1,290705,90849,199796,95.1,99.1,14690516,1455.5,116.5,2.57,768.0,692.0,413.0,383.0,696.0,636.0,770.0,682.0,624.0,578.0,720.0,721.0,105.34,103.98,95.4,96.9,99.0,99.0,373143.0,344423.0,119313.0,124096.0,251701.0,224672.0,109.8,93.4,92.1,91.1,15483411.0,18271585.0,1436.78,1394.32,116.5,116.5,2.59,2.86,15876341.0,16387224.0,693.0,55.56077753235614,-5.120932332029426,-22.092870561688148,6.25,0,0,1,2,-13.119143239625163
2025-02-01,598,393,649,614,617,676,108.2,90.0,99.1,352045,112682,233082,98.7,101.4,14726030,1445.58,116.9,2.61,816.0,768.0,475.0,413.0,747.0,696.0,797.0,770.0,684.0,624.0,734.0,720.0,103.78,105.34,94.0,95.4,99.1,99.0,290705.0,373143.0,90849.0,119313.0,199796.0,251701.0,95.1,109.8,99.1,92.1,14690516.0,15483411.0,1455.5,1436.78,116.5,116.5,2.57,2.59,18271585.0,14258379.0,697.3333333333334,49.01360355384315,0.24174780518260164,21.100428269207615,-26.71568627450981,0,0,2,3,7.395993836671799
2025-03-01,723,354,697,667,607,670,103.65,91.6,99.1,370486,124383,240821,94.3,99.1,17204492,1457.92,117.6,2.59,598.0,816.0,393.0,475.0,649.0,747.0,614.0,797.0,617.0,684.0,676.0,734.0,108.2,103.78,90.0,94.0,99.1,99.1,352045.0,290705.0,112682.0,90849.0,233082.0,199796.0,98.7,95.1,101.4,99.1,14726030.0,14690516.0,1445.58,1455.5,116.9,116.5,2.61,2.57,15483411.0,17120356.0,697.6666666666666,49.00340124249852,16.830483164844836,5.238250791802179,20.903010033444815,0,0,3,4,11.334289813486365
2025-04-01,831,461,776,726,558,770,100.91,94.4,99.1,385676,129231,247193,91.5,89.9,15425522,1441.92,118.1,2.4,723.0,598.0,354.0,393.0,697.0,649.0,667.0,614.0,607.0,617.0,670.0,676.0,103.65,108.2,91.6,90.0,99.1,99.1,370486.0,352045.0,124383.0,112682.0,240821.0,233082.0,94.3,98.7,99.1,101.4,17204492.0,14726030.0,1457.92,1445.58,117.6,116.9,2.59,2.61,14690516.0,15876341.0,707.3333333333334,64.12747721011097,-10.340148375203405,4.100019973764191,14.937759336099576,0,0,4,5,-1.0309278350515427
2025-05-01,797,457,768,699,531,722,100.27,93.8,99.1,359212,113743,246469,86.7,88.6,17349218,1390.7,118.6,2.33,831.0,723.0,461.0,354.0,776.0,697.0,726.0,667.0,558.0,607.0,770.0,670.0,100.91,103.65,94.4,91.6,99.1,99.1,385676.0,370486.0,129231.0,124383.0,247193.0,240821.0,91.5,94.3,89.9,99.1,15425522.0,17204492.0,1441.92,1457.92,118.1,117.6,2.4,2.59,14726030.0,18271585.0,747.0,43.48562981031742,12.470864843342099,-6.861718126095484,-4.091456077015643,0,0,5,6,-2.473958333333337
2025-06-01,782,365,749,699,465,686,96.17,94.6,99.1,353540,118294,244430,85.2,85.2,17847329,1365.15,119.1,2.44,797.0,831.0,457.0,461.0,768.0,776.0,699.0,726.0,531.0,558.0,722.0,770.0,100.27,100.91,93.8,94.4,99.1,99.1,359212.0,385676.0,113743.0,129231.0,246469.0,247193.0,86.7,91.5,88.6,89.9,17349218.0,15425522.0,1390.7,1441.92,118.6,118.1,2.33,2.4,17204492.0,15483411.0,764.3333333333334,13.868429375141982,2.871086178062887,-1.5790118370210382,-1.8820577164366359,0,0,6,7,6.809078771695587
2025-07-01,866,352,800,752,576,707,101.22,93.8,99.1,316630,111531,212091,97.3,84.4,24157048,1376.92,120.1,2.47,782.0,797.0,365.0,457.0,749.0,768.0,699.0,699.0,465.0,531.0,686.0,722.0,96.17,100.27,94.6,93.8,99.1,99.1,353540.0,359212.0,118294.0,113743.0,244430.0,246469.0,85.2,86.7,85.2,88.6,17847329.0,17349218.0,1365.15,1390.7,119.1,118.6,2.44,2.33,15425522.0,14690516.0,772.3333333333334,25.774664562963775,35.353856030781984,-10.440119929852354,10.741687979539648,0,0,7,8,-4.0000000000000036
2025-08-01,789,340,768,751,595,730,103.29,93.3,99.1,321030,111676,200253,87.1,83.7,22419136,1389.86,120.9,2.43,866.0,782.0,352.0,365.0,800.0,749.0,752.0,699.0,576.0,465.0,707.0,686.0,101.22,96.17,93.8,94.6,99.1,99.1,316630.0,353540.0,111531.0,118294.0,212091.0,244430.0,97.3,85.2,84.4,85.2,24157048.0,17847329.0,1376.92,1365.15,120.1,119.1,2.47,2.44,17349218.0,14726030.0,772.3333333333334,25.774664562963775,-7.194223400143929,1.3896345892682405,-8.891454965357969,0,0,8,9,-3.125
2025-09-01,792,199,744,751,591,751,106.41,94.9,99.1,334359,125300,228361,86.7,85.3,12642359,1392.38,121.2,2.46,789.0,866.0,340.0,352.0,768.0,800.0,751.0,752.0,595.0,576.0,730.0,707.0,103.29,101.22,93.3,93.8,99.1,99.1,321030.0,316630.0,111676.0,111531.0,200253.0,212091.0,87.1,97.3,83.7,84.4,22419136.0,24157048.0,1389.86,1376.92,120.9,120.1,2.43,2.47,17847329.0,17204492.0,770.6666666666666,28.09507667427336,-43.60907128624404,4.151948416035878,0.3802281368821214,0,0,9,10,-4.9731182795698885
2025-10-01,778,240,707,697,613,670,106.87,91.8,99.1,302720,103190,202904,75.7,75.2,12093912,1424.83,121.5,2.6,792.0,789.0,199.0,340.0,744.0,768.0,751.0,751.0,591.0,595.0,751.0,730.0,106.41,103.29,94.9,93.3,99.1,99.1,334359.0,321030.0,125300.0,111676.0,228361.0,200253.0,86.7,87.1,85.3,83.7,12642359.0,22419136.0,1392.38,1389.86,121.2,120.9,2.46,2.43,24157048.0,15425522.0,739.6666666666666,30.73000705065486,-4.338169798848456,-9.462583630169963,-1.7676767676767624,0,0,10,11,3.2531824611032434
2025-11-01,673,384,730,570,533,647,106.23,89.0,99.0,354266,117068,236649,81.7,81.2,19355942,1460.44,122.2,2.88,778.0,792.0,240.0,199.0,707.0,744.0,697.0,751.0,613.0,591.0,670.0,751.0,106.87,106.41,91.8,94.9,99.1,99.1,302720.0,334359.0,103190.0,125300.0,202904.0,228361.0,75.7,86.7,75.2,85.3,12093912.0,12642359.0,1424.83,1392.38,121.5,121.2,2.6,2.46,22419136.0,17349218.0,727.0,18.681541692268418,60.04698893129039,17.02761627906977,-13.496143958868888,0,0,11,12,-4.93150684931507
2025-12-01,752,405,694,651,611,569,107.59,90.2,98.5,362814,116558,244878,80.4,73.1,17354093,1467.14,123.1,3.01,673.0,778.0,384.0,240.0,730.0,707.0,570.0,697.0,533.0,613.0,647.0,670.0,106.23,106.87,89.0,91.8,99.0,99.1,354266.0,302720.0,117068.0,103190.0,236649.0,202904.0,81.7,75.7,81.2,75.2,19355942.0,12093912.0,1460.44,1424.83,122.2,121.5,2.88,2.6,12642359.0,17847329.0,710.3333333333334,18.230011885166093,-10.342296954599261,2.4128762003692072,11.738484398216942,0,0,12,1,6.340057636887608
2026-01-01,825,462,738,770,647,729,107.45,94.0,98.4,360500,103554,246574,78.3,77.6,17416723,1456.28,124.2,3.04,752.0,673.0,405.0,384.0,694.0,730.0,651.0,570.0,611.0,533.0,569.0,647.0,107.59,106.23,90.2,89.0,98.5,99.0,362814.0,354266.0,116558.0,117068.0,244878.0,236649.0,80.4,81.7,73.1,81.2,17354093.0,19355942.0,1467.14,1460.44,123.1,122.2,3.01,2.88,12093912.0,24157048.0,720.6666666666666,23.437861108328494,0.360894689224045,-0.6377923674389607,9.707446808510634,0,0,1,2,-9.485094850948506
2026-02-01,721,499,668,685,642,683,100.97,95.6,98.4,278250,96678,200597,67.9,71.9,19836565,1448.38,125.2,3.17,825.0,752.0,462.0,405.0,738.0,694.0,770.0,651.0,647.0,611.0,729.0,569.0,107.45,107.59,94.0,90.2,98.4,98.5,360500.0,362814.0,103554.0,116558.0,246574.0,244878.0,78.3,80.4,77.6,73.1,17416723.0,17354093.0,1456.28,1467.14,124.2,123.1,3.04,3.01,19355942.0,22419136.0,700.0,35.38361202590775,13.893784726323076,-22.815533980582526,-12.606060606060609,0,0,2,3,8.532934131736525
2026-03-01,743,517,725,736,603,711,107.58,94.4,98.4,387231,128758,259635,74.0,76.8,22472395,1492.5,126.4,3.38,721.0,825.0,499.0,462.0,668.0,738.0,685.0,770.0,642.0,647.0,683.0,729.0,100.97,107.45,95.6,94.0,98.4,98.4,278250.0,360500.0,96678.0,103554.0,200597.0,246574.0,67.9,78.3,71.9,77.6,19836565.0,17416723.0,1448.38,1456.28,125.2,124.2,3.17,3.04,17354093.0,12642359.0,710.3333333333334,37.233497463081505,13.287734040646647,39.166576819407005,3.051317614424409,0,0,3,4,
